,fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
0,24749,2,2,Denmark;Copenhagen,2016-01-01,149,0.963,0.55
3406,28155,11,4,Germany;Frankfurt,2016-04-20,50,0.98,0.15
3407,28156,7,5,Germany;Berlin,2016-04-20,47,0.98,0.15
3408,28157,4,3,Czech republic;Brno,2016-04-20,40,0.98,0.15
3409,28158,8,6,Germany;Dresden,2016-04-20,36,0.98,0.15
3410,28159,5,6,Germany;Dresden,2016-04-20,34,0.98,0.15
3411,28160,3,7,Germany;Frankfurt,2016-04-20,32,0.98,0.15
3412,28161,4,5,Germany;Berlin,2016-04-20,22,0.98,0.01
3413,28162,6,4,Germany;Frankfurt,2016-04-20,17,0.98,0.01
3414,28163,5,5,Germany;Berlin,2016-04-20,13,0.98,0.01
3415,28164,2,1,Czech republic;Prague,2016-04-20,12,0.98,0.01
3416,28165,5,5,Germany;Berlin,2016-04-20,11,0.98,0.01
3417,28166,8,7,Germany;Frankfurt,2016-04-20,6,0.98,0.0
3418,28167,7,5,Germany;Berlin,2016-04-20,3,0.98,0.0
3419,28168,7,5,Germany;Berlin,2016-04-21,147,0.976,0.55
3420,28169,6,5,Germany;Berlin,2016-04-21,147,0.976,0.55
3421,28170,8,5,Germany;Berlin,2016-04-21,144,0.976,0.55
3422,28171,6,7,Germany;Frankfurt,2016-04-21,142,0.976,0.55
3423,28172,9,2,Denmark;Copenhagen,2016-04-21,137,0.976,0.55
3424,28173,8,7,Germany;Frankfurt,2016-04-21,135,0.976,0.55
3425,28174,3,5,Germany;Berlin,2016-04-21,134,0.976,0.55
3426,28175,4,7,Germany;Frankfurt,2016-04-21,133,0.976,0.55
3427,28176,7,3,Czech republic;Ostrava,2016-04-21,132,0.976,0.55
3428,28177,5,6,Germany;Dresden,2016-04-21,114,0.976,0.55
3429,28178,1,7,Germany;Frankfurt,2016-04-21,111,0.976,0.55
3430,28179,10,5,Germany;Berlin,2016-04-21,101,0.976,0.55
3431,28180,7,7,Germany;Frankfurt,2016-04-21,101,0.976,0.55
3432,28181,10,5,Germany;Berlin,2016-04-21,96,0.976,0.4
3433,28182,8,5,Germany;Berlin,2016-04-21,96,0.976,0.4
3434,28183,1,7,Germany;Frankfurt,2016-04-21,92,0.976,0.4
3435,28184,11,3,Czech republic;Ostrava,2016-04-21,92,0.976,0.4
3436,28185,10,7,Germany;Frankfurt,2016-04-21,91,0.976,0.4
3437,28186,8,1,Czech republic;Prague,2016-04-21,85,0.976,0.4
3438,28187,3,7,Germany;Frankfurt,2016-04-21,81,0.976,0.4
3439,28188,4,5,Germany;Berlin,2016-04-21,80,0.976,0.4
3440,28189,4,5,Germany;Berlin,2016-04-21,78,0.976,0.4
3441,28190,5,5,Germany;Berlin,2016-04-21,77,0.976,0.4
3442,28191,1,7,Germany;Frankfurt,2016-04-21,74,0.976,0.15
3443,28192,4,6,Germany;Dresden,2016-04-21,69,0.976,0.15
3444,28193,6,7,Germany;Frankfurt,2016-04-21,67,0.976,0.15
3445,28194,6,5,Germany;Berlin,2016-04-21,65,0.976,0.15
3446,28195,8,4,Germany;Frankfurt,2016-04-21,63,0.976,0.15
3447,28196,5,7,Germany;Frankfurt,2016-04-21,62,0.976,0.15
3448,28197,9,5,Germany;Berlin,2016-04-21,60,0.976,0.15
3449,28198,11,3,Czech republic;Ostrava,2016-04-21,59,0.976,0.15
3450,28199,9,3,Czech republic;Ostrava,2016-04-21,50,0.976,0.15
3451,28200,3,3,Czech republic;Brno,2016-04-21,42,0.976,0.15
3452,28201,4,7,Germany;Frankfurt,2016-04-21,40,0.976,0.15
3453,28202,1,3,Czech republic;Brno,2016-04-21,39,0.976,0.15
3454,28203,4,5,Germany;Berlin,2016-04-21,36,0.976,0.15
3455,28204,10,5,Germany;Berlin,2016-04-21,31,0.976,0.15
3456,28205,1,5,Germany;Berlin,2016-04-21,31,0.976,0.15
3457,28206,11,7,Germany;Frankfurt,2016-04-21,28,0.976,0.15
3458,28207,1,5,Germany;Berlin,2016-04-21,27,0.976,0.15
3459,28208,5,5,Germany;Berlin,2016-04-21,24,0.976,0.01
3460,28209,4,5,Germany;Berlin,2016-04-21,22,0.976,0.01
3461,28210,1,3,Czech republic;Brno,2016-04-21,20,0.976,0.01
3462,28211,7,7,Germany;Frankfurt,2016-04-21,14,0.976,0.01
3463,28212,8,1,Czech republic;Prague,2016-04-21,10,0.976,0.0
3464,28213,1,6,Germany;Dresden,2016-04-21,10,0.976,0.0
3465,28214,2,2,Denmark;Copenhagen,2016-04-21,6,0.976,0.0
3466,28215,11,6,Germany;Dresden,2016-04-21,4,0.976,0.0
3467,28216,10,5,Germany;Berlin,2016-04-21,1,0.976,0.0
3468,28217,6,5,Germany;Berlin,2016-04-22,149,0.981,0.55
3469,28218,2,5,Germany;Berlin,2016-04-22,144,0.981,0.55
3470,28219,10,7,Germany;Frankfurt,2016-04-22,138,0.981,0.55
3471,28220,5,2,Denmark;Copenhagen,2016-04-22,137,0.981,0.55
3472,28221,3,4,Germany;Frankfurt,2016-04-22,136,0.981,0.55
3473,28222,2,5,Germany;Berlin,2016-04-22,134,0.981,0.55
3474,28223,8,7,Germany;Frankfurt,2016-04-22,132,0.981,0.55
3475,28224,4,5,Germany;Berlin,2016-04-22,132,0.981,0.55
3476,28225,10,7,Germany;Frankfurt,2016-04-22,130,0.981,0.55
3477,28226,11,7,Germany;Frankfurt,2016-04-22,129,0.981,0.55
3478,28227,10,5,Germany;Berlin,2016-04-22,122,0.981,0.55
3479,28228,5,5,Germany;Berlin,2016-04-22,117,0.981,0.55
3480,28229,8,6,Germany;Dresden,2016-04-22,117,0.981,0.55
3481,28230,9,7,Germany;Frankfurt,2016-04-22,113,0.981,0.55
3482,28231,6,5,Germany;Berlin,2016-04-22,102,0.981,0.55
3483,28232,11,7,Germany;Frankfurt,2016-04-22,100,0.981,0.55
3484,28233,2,3,Czech republic;Brno,2016-04-22,100,0.981,0.55
3485,28234,4,6,Germany;Dresden,2016-04-22,98,0.981,0.4
3486,28235,11,2,Denmark;Copenhagen,2016-04-22,90,0.981,0.4
3487,28236,2,5,Germany;Berlin,2016-04-22,82,0.981,0.4
3488,28237,6,7,Germany;Frankfurt,2016-04-22,81,0.981,0.4
3489,28238,6,3,Czech republic;Brno,2016-04-22,78,0.981,0.4
3490,28239,6,2,Denmark;Copenhagen,2016-04-22,75,0.981,0.15
3491,28240,11,4,Germany;Frankfurt,2016-04-22,72,0.981,0.15
3492,28241,2,6,Germany;Dresden,2016-04-22,69,0.981,0.15
3493,28242,9,5,Germany;Berlin,2016-04-22,65,0.981,0.15
3494,28243,7,5,Germany;Berlin,2016-04-22,65,0.981,0.15
3495,28244,6,5,Germany;Berlin,2016-04-22,53,0.981,0.15
3496,28245,9,4,Germany;Frankfurt,2016-04-22,49,0.981,0.15
3497,28246,10,3,Czech republic;Ostrava,2016-04-22,43,0.981,0.15
3498,28247,10,4,Germany;Frankfurt,2016-04-22,39,0.981,0.15
3499,28248,1,5,Germany;Berlin,2016-04-22,39,0.981,0.15
3500,28249,11,2,Denmark;Copenhagen,2016-04-22,37,0.981,0.15
3501,28250,1,1,Czech republic;Prague,2016-04-22,37,0.981,0.15
3502,28251,8,7,Germany;Frankfurt,2016-04-22,36,0.981,0.15
3503,28252,9,5,Germany;Berlin,2016-04-22,36,0.981,0.15
3504,28253,8,4,Germany;Frankfurt,2016-04-22,29,0.981,0.15
3505,28254,4,5,Germany;Berlin,2016-04-22,28,0.981,0.15
3506,28255,5,1,Czech republic;Prague,2016-04-22,26,0.981,0.15
3507,28256,6,7,Germany;Frankfurt,2016-04-22,23,0.981,0.01
3508,28257,3,6,Germany;Dresden,2016-04-22,18,0.981,0.01
3509,28258,10,6,Germany;Dresden,2016-04-22,16,0.981,0.01
3510,28259,10,7,Germany;Frankfurt,2016-04-22,14,0.981,0.01
3511,28260,8,5,Germany;Berlin,2016-04-22,12,0.981,0.01
3512,28261,1,4,Germany;Frankfurt,2016-04-22,12,0.981,0.01
3513,28262,11,7,Germany;Frankfurt,2016-04-22,6,0.981,0.0
3514,28263,5,7,Germany;Frankfurt,2016-04-23,149,0.979,0.55
3515,28264,4,7,Germany;Frankfurt,2016-04-23,148,0.979,0.55
3516,28265,11,6,Germany;Dresden,2016-04-23,147,0.979,0.55
3517,28266,2,2,Denmark;Copenhagen,2016-04-23,132,0.979,0.55
3518,28267,7,7,Germany;Frankfurt,2016-04-23,119,0.979,0.55
3519,28268,1,5,Germany;Berlin,2016-04-23,113,0.979,0.55
3520,28269,6,5,Germany;Berlin,2016-04-23,110,0.979,0.55
3521,28270,7,2,Denmark;Copenhagen,2016-04-23,109,0.979,0.55
3522,28271,11,5,Germany;Berlin,2016-04-23,108,0.979,0.55
3523,28272,8,5,Germany;Berlin,2016-04-23,107,0.979,0.55
3524,28273,5,3,Czech republic;Brno,2016-04-23,104,0.979,0.55
3525,28274,9,7,Germany;Frankfurt,2016-04-23,103,0.979,0.55
3526,28275,5,1,Czech republic;Prague,2016-04-23,102,0.979,0.55
3527,28276,8,7,Germany;Frankfurt,2016-04-23,100,0.979,0.55
3528,28277,8,7,Germany;Frankfurt,2016-04-23,99,0.979,0.4
3529,28278,6,2,Denmark;Copenhagen,2016-04-23,95,0.979,0.4
3530,28279,4,4,Germany;Frankfurt,2016-04-23,94,0.979,0.4
3531,28280,7,4,Germany;Frankfurt,2016-04-23,93,0.979,0.4
3532,28281,8,7,Germany;Frankfurt,2016-04-23,91,0.979,0.4
3533,28282,1,3,Czech republic;Brno,2016-04-23,90,0.979,0.4
3534,28283,8,1,Czech republic;Prague,2016-04-23,88,0.979,0.4
3535,28284,5,5,Germany;Berlin,2016-04-23,84,0.979,0.4
3536,28285,5,7,Germany;Frankfurt,2016-04-23,82,0.979,0.4
3537,28286,9,1,Czech republic;Prague,2016-04-23,82,0.979,0.4
3538,28287,4,5,Germany;Berlin,2016-04-23,82,0.979,0.4
3539,28288,4,6,Germany;Dresden,2016-04-23,79,0.979,0.4
3540,28289,3,3,Czech republic;Brno,2016-04-23,78,0.979,0.4
3541,28290,9,3,Czech republic;Ostrava,2016-04-23,75,0.979,0.15
3542,28291,11,2,Denmark;Copenhagen,2016-04-23,71,0.979,0.15
3543,28292,2,3,Czech republic;Brno,2016-04-23,71,0.979,0.15
3544,28293,8,2,Denmark;Copenhagen,2016-04-23,66,0.979,0.15
3545,28294,2,1,Czech republic;Prague,2016-04-23,61,0.979,0.15
3546,28295,8,3,Czech republic;Ostrava,2016-04-23,59,0.979,0.15
3547,28296,9,7,Germany;Frankfurt,2016-04-23,58,0.979,0.15
3548,28297,3,7,Germany;Frankfurt,2016-04-23,53,0.979,0.15
3549,28298,11,7,Germany;Frankfurt,2016-04-23,49,0.979,0.15
3550,28299,10,5,Germany;Berlin,2016-04-23,49,0.979,0.15
3551,28300,5,5,Germany;Berlin,2016-04-23,48,0.979,0.15
3552,28301,7,7,Germany;Frankfurt,2016-04-23,46,0.979,0.15
3553,28302,11,5,Germany;Berlin,2016-04-23,41,0.979,0.15
3554,28303,3,7,Germany;Frankfurt,2016-04-23,41,0.979,0.15
3555,28304,6,3,Czech republic;Brno,2016-04-23,34,0.979,0.15
3556,28305,5,4,Germany;Frankfurt,2016-04-23,32,0.979,0.15
3557,28306,4,1,Czech republic;Prague,2016-04-23,30,0.979,0.15
3558,28307,1,7,Germany;Frankfurt,2016-04-23,28,0.979,0.15
3559,28308,7,6,Germany;Dresden,2016-04-23,26,0.979,0.15
3560,28309,8,2,Denmark;Copenhagen,2016-04-23,26,0.979,0.15
3561,28310,8,1,Czech republic;Prague,2016-04-23,24,0.979,0.01
3562,28311,4,5,Germany;Berlin,2016-04-23,24,0.979,0.01
3563,28312,5,1,Czech republic;Prague,2016-04-23,22,0.979,0.01
3564,28313,8,5,Germany;Berlin,2016-04-23,19,0.979,0.01
3565,28314,4,5,Germany;Berlin,2016-04-23,19,0.979,0.01
3566,28315,10,7,Germany;Frankfurt,2016-04-23,16,0.979,0.01
3567,28316,10,5,Germany;Berlin,2016-04-23,8,0.979,0.0
3568,28317,2,5,Germany;Berlin,2016-04-23,6,0.979,0.0
3569,28318,4,7,Germany;Frankfurt,2016-04-26,150,0.98,0.55
3570,28319,1,1,Czech republic;Prague,2016-04-26,147,0.98,0.55
3571,28320,9,2,Denmark;Copenhagen,2016-04-26,136,0.98,0.55
3572,28321,8,7,Germany;Frankfurt,2016-04-26,130,0.98,0.55
3573,28322,8,1,Czech republic;Prague,2016-04-26,125,0.98,0.55
3574,28323,2,1,Czech republic;Prague,2016-04-26,122,0.98,0.55
3575,28324,8,7,Germany;Frankfurt,2016-04-26,117,0.98,0.55
3576,28325,10,7,Germany;Frankfurt,2016-04-26,117,0.98,0.55
3577,28326,6,7,Germany;Frankfurt,2016-04-26,112,0.98,0.55
3578,28327,10,5,Germany;Berlin,2016-04-26,108,0.98,0.55
3579,28328,6,4,Germany;Frankfurt,2016-04-26,107,0.98,0.55
3580,28329,5,6,Germany;Dresden,2016-04-26,106,0.98,0.55
3581,28330,6,7,Germany;Frankfurt,2016-04-26,99,0.98,0.4
3582,28331,5,5,Germany;Berlin,2016-04-26,98,0.98,0.4
3583,28332,6,4,Germany;Frankfurt,2016-04-26,96,0.98,0.4
3584,28333,11,6,Germany;Dresden,2016-04-26,88,0.98,0.4
3585,28334,5,7,Germany;Frankfurt,2016-04-26,88,0.98,0.4
3586,28335,10,5,Germany;Berlin,2016-04-26,88,0.98,0.4
3587,28336,8,2,Denmark;Copenhagen,2016-04-26,85,0.98,0.4
3588,28337,4,5,Germany;Berlin,2016-04-26,85,0.98,0.4
3589,28338,8,5,Germany;Berlin,2016-04-26,84,0.98,0.4
3590,28339,6,1,Czech republic;Prague,2016-04-26,80,0.98,0.4
3591,28340,6,7,Germany;Frankfurt,2016-04-26,74,0.98,0.15
3592,28341,7,5,Germany;Berlin,2016-04-26,62,0.98,0.15
3593,28342,8,5,Germany;Berlin,2016-04-26,58,0.98,0.15
3594,28343,10,5,Germany;Berlin,2016-04-26,57,0.98,0.15
3595,28344,1,7,Germany;Frankfurt,2016-04-26,53,0.98,0.15
3596,28345,1,5,Germany;Berlin,2016-04-26,49,0.98,0.15
3597,28346,6,5,Germany;Berlin,2016-04-26,45,0.98,0.15
3598,28347,8,5,Germany;Berlin,2016-04-26,42,0.98,0.15
3599,28348,11,2,Denmark;Copenhagen,2016-04-26,42,0.98,0.15
3600,28349,4,4,Germany;Frankfurt,2016-04-26,41,0.98,0.15
3601,28350,2,7,Germany;Frankfurt,2016-04-26,37,0.98,0.15
3602,28351,4,7,Germany;Frankfurt,2016-04-26,32,0.98,0.15
3603,28352,10,7,Germany;Frankfurt,2016-04-26,25,0.98,0.01
3604,28353,11,5,Germany;Berlin,2016-04-26,24,0.98,0.01
3605,28354,4,7,Germany;Frankfurt,2016-04-26,23,0.98,0.01
3606,28355,4,3,Czech republic;Brno,2016-04-26,19,0.98,0.01
3607,28356,10,5,Germany;Berlin,2016-04-26,14,0.98,0.01
3608,28357,3,6,Germany;Dresden,2016-04-26,13,0.98,0.01
3609,28358,8,3,Czech republic;Ostrava,2016-04-26,12,0.98,0.01
3610,28359,6,1,Czech republic;Prague,2016-04-26,7,0.98,0.0
3611,28360,9,5,Germany;Berlin,2016-04-26,7,0.98,0.0
3612,28361,6,6,Germany;Dresden,2016-04-26,6,0.98,0.0
3613,28362,1,1,Czech republic;Prague,2016-04-26,5,0.98,0.0
3614,28363,5,5,Germany;Berlin,2016-04-27,149,0.973,0.55
3615,28364,8,7,Germany;Frankfurt,2016-04-27,146,0.973,0.55
3616,28365,11,5,Germany;Berlin,2016-04-27,141,0.973,0.55
3617,28366,3,5,Germany;Berlin,2016-04-27,139,0.973,0.55
3618,28367,8,6,Germany;Dresden,2016-04-27,134,0.973,0.55
3619,28368,1,6,Germany;Dresden,2016-04-27,133,0.973,0.55
3620,28369,10,6,Germany;Dresden,2016-04-27,129,0.973,0.55
3621,28370,9,7,Germany;Frankfurt,2016-04-27,128,0.973,0.55
3622,28371,7,5,Germany;Berlin,2016-04-27,128,0.973,0.55
3623,28372,4,4,Germany;Frankfurt,2016-04-27,125,0.973,0.55
3624,28373,5,7,Germany;Frankfurt,2016-04-27,124,0.973,0.55
3625,28374,3,4,Germany;Frankfurt,2016-04-27,122,0.973,0.55
3626,28375,5,7,Germany;Frankfurt,2016-04-27,120,0.973,0.55
3627,28376,7,5,Germany;Berlin,2016-04-27,119,0.973,0.55
3628,28377,3,5,Germany;Berlin,2016-04-27,119,0.973,0.55
3629,28378,10,7,Germany;Frankfurt,2016-04-27,118,0.973,0.55
3630,28379,3,7,Germany;Frankfurt,2016-04-27,117,0.973,0.55
3631,28380,10,2,Denmark;Copenhagen,2016-04-27,110,0.973,0.55
3632,28381,5,6,Germany;Dresden,2016-04-27,98,0.973,0.4
3633,28382,10,6,Germany;Dresden,2016-04-27,98,0.973,0.4
3634,28383,9,7,Germany;Frankfurt,2016-04-27,94,0.973,0.4
3635,28384,6,5,Germany;Berlin,2016-04-27,94,0.973,0.4
3636,28385,6,2,Denmark;Copenhagen,2016-04-27,92,0.973,0.4
3637,28386,10,2,Denmark;Copenhagen,2016-04-27,92,0.973,0.4
3638,28387,8,5,Germany;Berlin,2016-04-27,87,0.973,0.4
3639,28388,10,1,Czech republic;Prague,2016-04-27,85,0.973,0.4
3640,28389,10,4,Germany;Frankfurt,2016-04-27,77,0.973,0.4
3641,28390,1,3,Czech republic;Brno,2016-04-27,76,0.973,0.4
3642,28391,8,7,Germany;Frankfurt,2016-04-27,76,0.973,0.4
3643,28392,7,3,Czech republic;Ostrava,2016-04-27,71,0.973,0.15
3644,28393,11,5,Germany;Berlin,2016-04-27,69,0.973,0.15
3645,28394,3,5,Germany;Berlin,2016-04-27,64,0.973,0.15
3646,28395,1,2,Denmark;Copenhagen,2016-04-27,63,0.973,0.15
3647,28396,4,3,Czech republic;Brno,2016-04-27,62,0.973,0.15
3648,28397,7,5,Germany;Berlin,2016-04-27,53,0.973,0.15
3649,28398,9,7,Germany;Frankfurt,2016-04-27,52,0.973,0.15
3650,28399,7,4,Germany;Frankfurt,2016-04-27,52,0.973,0.15
3651,28400,10,5,Germany;Berlin,2016-04-27,51,0.973,0.15
3652,28401,3,2,Denmark;Copenhagen,2016-04-27,50,0.973,0.15
3653,28402,8,5,Germany;Berlin,2016-04-27,50,0.973,0.15
3654,28403,11,5,Germany;Berlin,2016-04-27,48,0.973,0.15
3655,28404,8,1,Czech republic;Prague,2016-04-27,47,0.973,0.15
3656,28405,7,7,Germany;Frankfurt,2016-04-27,46,0.973,0.15
3657,28406,4,7,Germany;Frankfurt,2016-04-27,42,0.973,0.15
3658,28407,3,3,Czech republic;Brno,2016-04-27,34,0.973,0.15
3659,28408,9,6,Germany;Dresden,2016-04-27,32,0.973,0.15
3660,28409,3,3,Czech republic;Brno,2016-04-27,29,0.973,0.15
3661,28410,10,5,Germany;Berlin,2016-04-27,27,0.973,0.15
3662,28411,3,5,Germany;Berlin,2016-04-27,27,0.973,0.15
3663,28412,3,1,Czech republic;Prague,2016-04-27,25,0.973,0.01
3664,28413,4,3,Czech republic;Brno,2016-04-27,25,0.973,0.01
3665,28414,6,5,Germany;Berlin,2016-04-27,23,0.973,0.01
3666,28415,1,3,Czech republic;Brno,2016-04-27,22,0.973,0.01
3667,28416,8,3,Czech republic;Ostrava,2016-04-27,20,0.973,0.01
3668,28417,2,5,Germany;Berlin,2016-04-27,14,0.973,0.01
3669,28418,11,5,Germany;Berlin,2016-04-27,12,0.973,0.01
3670,28419,10,7,Germany;Frankfurt,2016-04-27,12,0.973,0.01
3671,28420,8,5,Germany;Berlin,2016-04-27,10,0.973,0.0
3672,28421,1,7,Germany;Frankfurt,2016-04-27,9,0.973,0.0
3673,28422,2,7,Germany;Frankfurt,2016-04-27,9,0.973,0.0
3674,28423,4,7,Germany;Frankfurt,2016-04-27,8,0.973,0.0
3675,28424,7,4,Germany;Frankfurt,2016-04-27,7,0.973,0.0
3676,28425,4,3,Czech republic;Brno,2016-04-28,138,0.978,0.55
3677,28426,4,5,Germany;Berlin,2016-04-28,137,0.978,0.55
3678,28427,5,7,Germany;Frankfurt,2016-04-28,136,0.978,0.55
3679,28428,6,5,Germany;Berlin,2016-04-28,133,0.978,0.55
3680,28429,8,5,Germany;Berlin,2016-04-28,129,0.978,0.55
3681,28430,9,7,Germany;Frankfurt,2016-04-28,129,0.978,0.55
3682,28431,2,3,Czech republic;Brno,2016-04-28,127,0.978,0.55
3683,28432,2,5,Germany;Berlin,2016-04-28,123,0.978,0.55
3684,28433,1,2,Denmark;Copenhagen,2016-04-28,122,0.978,0.55
3685,28434,8,4,Germany;Frankfurt,2016-04-28,116,0.978,0.55
3686,28435,7,7,Germany;Frankfurt,2016-04-28,115,0.978,0.55
3687,28436,11,3,Czech republic;Ostrava,2016-04-28,114,0.978,0.55
3688,28437,6,7,Germany;Frankfurt,2016-04-28,106,0.978,0.55
3689,28438,7,2,Denmark;Copenhagen,2016-04-28,97,0.978,0.4
3690,28439,5,7,Germany;Frankfurt,2016-04-28,89,0.978,0.4
3691,28440,1,5,Germany;Berlin,2016-04-28,88,0.978,0.4
3692,28441,10,5,Germany;Berlin,2016-04-28,87,0.978,0.4
3693,28442,6,5,Germany;Berlin,2016-04-28,85,0.978,0.4
3694,28443,11,6,Germany;Dresden,2016-04-28,82,0.978,0.4
3695,28444,6,5,Germany;Berlin,2016-04-28,81,0.978,0.4
3696,28445,5,7,Germany;Frankfurt,2016-04-28,81,0.978,0.4
3697,28446,11,5,Germany;Berlin,2016-04-28,80,0.978,0.4
3698,28447,10,5,Germany;Berlin,2016-04-28,80,0.978,0.4
3699,28448,5,2,Denmark;Copenhagen,2016-04-28,77,0.978,0.4
3700,28449,5,4,Germany;Frankfurt,2016-04-28,70,0.978,0.15
3701,28450,9,3,Czech republic;Ostrava,2016-04-28,66,0.978,0.15
3702,28451,4,5,Germany;Berlin,2016-04-28,62,0.978,0.15
3703,28452,9,5,Germany;Berlin,2016-04-28,62,0.978,0.15
3704,28453,4,5,Germany;Berlin,2016-04-28,59,0.978,0.15
3705,28454,6,7,Germany;Frankfurt,2016-04-28,54,0.978,0.15
3706,28455,8,5,Germany;Berlin,2016-04-28,52,0.978,0.15
3707,28456,11,4,Germany;Frankfurt,2016-04-28,46,0.978,0.15
3708,28457,4,4,Germany;Frankfurt,2016-04-28,42,0.978,0.15
3709,28458,6,7,Germany;Frankfurt,2016-04-28,40,0.978,0.15
3710,28459,6,2,Denmark;Copenhagen,2016-04-28,38,0.978,0.15
3711,28460,10,4,Germany;Frankfurt,2016-04-28,37,0.978,0.15
3712,28461,6,5,Germany;Berlin,2016-04-28,37,0.978,0.15
3713,28462,4,5,Germany;Berlin,2016-04-28,34,0.978,0.15
3714,28463,2,6,Germany;Dresden,2016-04-28,34,0.978,0.15
3715,28464,10,3,Czech republic;Ostrava,2016-04-28,33,0.978,0.15
3716,28465,8,7,Germany;Frankfurt,2016-04-28,32,0.978,0.15
3717,28466,2,5,Germany;Berlin,2016-04-28,28,0.978,0.15
3718,28467,8,7,Germany;Frankfurt,2016-04-28,22,0.978,0.01
3719,28468,5,1,Czech republic;Prague,2016-04-28,21,0.978,0.01
3720,28469,5,2,Denmark;Copenhagen,2016-04-28,9,0.978,0.0
3721,28470,6,5,Germany;Berlin,2016-04-28,9,0.978,0.0
3722,28471,2,1,Czech republic;Prague,2016-04-28,8,0.978,0.0
3723,28472,10,7,Germany;Frankfurt,2016-04-28,1,0.978,0.0
3724,28473,5,5,Germany;Berlin,2016-04-29,150,0.974,0.55
3725,28474,1,3,Czech republic;Brno,2016-04-29,149,0.974,0.55
3726,28475,10,5,Germany;Berlin,2016-04-29,145,0.974,0.55
3727,28476,7,1,Czech republic;Prague,2016-04-29,139,0.974,0.55
3728,28477,4,6,Germany;Dresden,2016-04-29,138,0.974,0.55
3729,28478,8,5,Germany;Berlin,2016-04-29,135,0.974,0.55
3730,28479,7,5,Germany;Berlin,2016-04-29,130,0.974,0.55
3731,28480,10,5,Germany;Berlin,2016-04-29,130,0.974,0.55
3732,28481,5,5,Germany;Berlin,2016-04-29,130,0.974,0.55
3733,28482,8,5,Germany;Berlin,2016-04-29,128,0.974,0.55
3734,28483,6,5,Germany;Berlin,2016-04-29,124,0.974,0.55
3735,28484,5,5,Germany;Berlin,2016-04-29,119,0.974,0.55
3736,28485,9,7,Germany;Frankfurt,2016-04-29,106,0.974,0.55
3737,28486,9,1,Czech republic;Prague,2016-04-29,103,0.974,0.55
3738,28487,11,4,Germany;Frankfurt,2016-04-29,100,0.974,0.55
3739,28488,2,6,Germany;Dresden,2016-04-29,98,0.974,0.4
3740,28489,11,1,Czech republic;Prague,2016-04-29,96,0.974,0.4
3741,28490,1,5,Germany;Berlin,2016-04-29,95,0.974,0.4
3742,28491,7,2,Denmark;Copenhagen,2016-04-29,91,0.974,0.4
3743,28492,5,3,Czech republic;Brno,2016-04-29,91,0.974,0.4
3744,28493,11,2,Denmark;Copenhagen,2016-04-29,89,0.974,0.4
3745,28494,3,1,Czech republic;Prague,2016-04-29,88,0.974,0.4
3746,28495,5,5,Germany;Berlin,2016-04-29,81,0.974,0.4
3747,28496,3,3,Czech republic;Brno,2016-04-29,77,0.974,0.4
3748,28497,6,6,Germany;Dresden,2016-04-29,75,0.974,0.15
3749,28498,1,2,Denmark;Copenhagen,2016-04-29,67,0.974,0.15
3750,28499,7,5,Germany;Berlin,2016-04-29,61,0.974,0.15
3751,28500,2,7,Germany;Frankfurt,2016-04-29,60,0.974,0.15
3752,28501,8,1,Czech republic;Prague,2016-04-29,59,0.974,0.15
3753,28502,4,5,Germany;Berlin,2016-04-29,58,0.974,0.15
3754,28503,10,5,Germany;Berlin,2016-04-29,58,0.974,0.15
3755,28504,8,5,Germany;Berlin,2016-04-29,57,0.974,0.15
3756,28505,6,5,Germany;Berlin,2016-04-29,51,0.974,0.15
3757,28506,6,1,Czech republic;Prague,2016-04-29,50,0.974,0.15
3758,28507,11,6,Germany;Dresden,2016-04-29,41,0.974,0.15
3759,28508,3,7,Germany;Frankfurt,2016-04-29,40,0.974,0.15
3760,28509,6,4,Germany;Frankfurt,2016-04-29,35,0.974,0.15
3761,28510,7,6,Germany;Dresden,2016-04-29,34,0.974,0.15
3762,28511,9,4,Germany;Frankfurt,2016-04-29,33,0.974,0.15
3763,28512,5,7,Germany;Frankfurt,2016-04-29,32,0.974,0.15
3764,28513,8,2,Denmark;Copenhagen,2016-04-29,30,0.974,0.15
3765,28514,4,5,Germany;Berlin,2016-04-29,30,0.974,0.15
3766,28515,11,1,Czech republic;Prague,2016-04-29,29,0.974,0.15
3767,28516,8,3,Czech republic;Ostrava,2016-04-29,20,0.974,0.01
3768,28517,9,5,Germany;Berlin,2016-04-29,20,0.974,0.01
3769,28518,9,5,Germany;Berlin,2016-04-29,18,0.974,0.01
3770,28519,5,3,Czech republic;Brno,2016-04-29,14,0.974,0.01
3771,28520,7,1,Czech republic;Prague,2016-04-29,13,0.974,0.01
3772,28521,11,1,Czech republic;Prague,2016-04-29,12,0.974,0.01
3773,28522,5,3,Czech republic;Brno,2016-04-29,8,0.974,0.0
3774,28523,2,7,Germany;Frankfurt,2016-04-29,7,0.974,0.0
3775,28524,5,4,Germany;Frankfurt,2016-04-29,7,0.974,0.0
3776,28525,6,1,Czech republic;Prague,2016-04-29,6,0.974,0.0
3777,28526,9,7,Germany;Frankfurt,2016-04-29,5,0.974,0.0
3778,28527,7,2,Denmark;Copenhagen,2016-04-29,3,0.974,0.0
3779,28528,2,5,Germany;Berlin,2016-04-29,1,0.974,0.0
